No.,Broadcaster,Sniffer_Distance,RSSI,Malformed Packet
230671,6,75,-74 dBm,1
230677,6,75,-78 dBm,1
230705,6,75,-69 dBm,1
230721,6,75,-79 dBm,1
230751,6,75,-78 dBm,1
230754,6,75,-77 dBm,1
230758,6,75,-77 dBm,1
230778,6,75,-78 dBm,1
230781,6,75,-78 dBm,1
230827,6,75,-78 dBm,1
230860,6,75,-78 dBm,1
230902,6,75,-75 dBm,1
230916,6,75,-75 dBm,1
230923,6,75,-74 dBm,1
230948,6,75,-74 dBm,1
230960,6,75,-78 dBm,1
231013,6,75,-79 dBm,1
231030,6,75,-74 dBm,1
231042,6,75,-80 dBm,1
231061,6,75,-73 dBm,1
231074,6,75,-79 dBm,1
231082,6,75,-80 dBm,1
231115,6,75,-77 dBm,1
231188,6,75,-77 dBm,1
231196,6,75,-77 dBm,1
231221,6,75,-79 dBm,1
231237,6,75,-76 dBm,1
231247,6,75,-75 dBm,1
231253,6,75,-75 dBm,1
231257,6,75,-74 dBm,1
231290,6,75,-75 dBm,1
231307,6,75,-76 dBm,1
231313,6,75,-79 dBm,1
231321,6,75,-74 dBm,1
231322,6,75,-74 dBm,1
231326,6,75,-75 dBm,1
231327,6,75,-78 dBm,1
231334,6,75,-76 dBm,1
231351,6,75,-77 dBm,1
231366,6,75,-76 dBm,1
231435,6,75,-75 dBm,1
231438,6,75,-78 dBm,1
231456,6,75,-80 dBm,1
231475,6,75,-75 dBm,1
231482,6,75,-79 dBm,1
231499,6,75,-80 dBm,1
231507,6,75,-77 dBm,1
231569,6,75,-76 dBm,1
231585,6,75,-76 dBm,1
231595,6,75,-78 dBm,1
231603,6,75,-76 dBm,1
231608,6,75,-74 dBm,1
231640,6,75,-77 dBm,1
231644,6,75,-76 dBm,1
231673,6,75,-74 dBm,1
231759,6,75,-77 dBm,1
231763,6,75,-79 dBm,1
231774,6,75,-77 dBm,1
231786,6,75,-77 dBm,1
231814,6,75,-74 dBm,1
231905,6,75,-74 dBm,1
231936,6,75,-73 dBm,1
231938,6,75,-76 dBm,1
231952,6,75,-73 dBm,1
231986,6,75,-77 dBm,1
232021,6,75,-79 dBm,1
232036,6,75,-77 dBm,1
232075,6,75,-73 dBm,1
232104,6,75,-73 dBm,1
232212,6,75,-74 dBm,1
232244,6,75,-77 dBm,1
232252,6,75,-75 dBm,1
232275,6,75,-78 dBm,1
232404,6,75,-80 dBm,1
232443,6,75,-75 dBm,1
232448,6,75,-80 dBm,1
232458,6,75,-75 dBm,1
232460,6,75,-78 dBm,1
232501,6,75,-75 dBm,1
232556,6,75,-74 dBm,1
232591,6,75,-75 dBm,1
232611,6,75,-76 dBm,1
232640,6,75,-78 dBm,1
232677,6,75,-77 dBm,1
232700,6,75,-78 dBm,1
232729,6,75,-74 dBm,1
232759,6,75,-79 dBm,1
232766,6,75,-77 dBm,1
232784,6,75,-77 dBm,1
232786,6,75,-74 dBm,1
232801,6,75,-73 dBm,1
232831,6,75,-76 dBm,1
232833,6,75,-74 dBm,1
232888,6,75,-80 dBm,1
232914,6,75,-75 dBm,1
232959,6,75,-77 dBm,1
232977,6,75,-73 dBm,1
232995,6,75,-73 dBm,1
233049,6,75,-77 dBm,1
233057,6,75,-76 dBm,1
233090,6,75,-74 dBm,1
233097,6,75,-78 dBm,1
233109,6,75,-74 dBm,1
233120,6,75,-77 dBm,1
233127,6,75,-78 dBm,1
233132,6,75,-73 dBm,1
233165,6,75,-78 dBm,1
233177,6,75,-77 dBm,1
233186,6,75,-74 dBm,1
233194,6,75,-74 dBm,1
233248,6,75,-77 dBm,1
233252,6,75,-78 dBm,1
233282,6,75,-77 dBm,1
233357,6,75,-78 dBm,1
233389,6,75,-76 dBm,1
233422,6,75,-74 dBm,1
233439,6,75,-78 dBm,1
233459,6,75,-74 dBm,1
233465,6,75,-76 dBm,1
233467,6,75,-79 dBm,1
233532,6,75,-79 dBm,1
233563,6,75,-77 dBm,1
233592,6,75,-79 dBm,1
233603,6,75,-79 dBm,1
233644,6,75,-77 dBm,1
233698,6,75,-79 dBm,1
233724,6,75,-78 dBm,1
233754,6,75,-78 dBm,1
233776,6,75,-78 dBm,1
233809,6,75,-77 dBm,1
233836,6,75,-74 dBm,1
233837,6,75,-75 dBm,1
233838,6,75,-78 dBm,1
233859,6,75,-78 dBm,1
233885,6,75,-77 dBm,1
233896,6,75,-74 dBm,1
233898,6,75,-73 dBm,1
233900,6,75,-76 dBm,1
233918,6,75,-70 dBm,1
233958,6,75,-74 dBm,1
234005,6,75,-78 dBm,1
234014,6,75,-74 dBm,1
234016,6,75,-74 dBm,1
234033,6,75,-79 dBm,1
234045,6,75,-74 dBm,1
234058,6,75,-77 dBm,1
234062,6,75,-78 dBm,1
234074,6,75,-77 dBm,1
234088,6,75,-70 dBm,1
234102,6,75,-75 dBm,1
234115,6,75,-77 dBm,1
234145,6,75,-77 dBm,1
234167,6,75,-75 dBm,1
234221,6,75,-78 dBm,1
234283,6,75,-74 dBm,1
234290,6,75,-74 dBm,1
234300,6,75,-75 dBm,1
234302,6,75,-79 dBm,1
234323,6,75,-76 dBm,1
234330,6,75,-80 dBm,1
234354,6,75,-78 dBm,1
234362,6,75,-76 dBm,1
234380,6,75,-77 dBm,1
234403,6,75,-78 dBm,1
234414,6,75,-78 dBm,1
234444,6,75,-79 dBm,1
234465,6,75,-74 dBm,1
234467,6,75,-78 dBm,1
234556,6,75,-75 dBm,1
234605,6,75,-77 dBm,1
234626,6,75,-74 dBm,1
234686,6,75,-78 dBm,1
234701,6,75,-74 dBm,1
234702,6,75,-74 dBm,1
234715,6,75,-78 dBm,1
234736,6,75,-70 dBm,1
234753,6,75,-78 dBm,1
234767,6,75,-78 dBm,1
234771,6,75,-74 dBm,1
234818,6,75,-76 dBm,1
234856,6,75,-77 dBm,1
234865,6,75,-79 dBm,1
234895,6,75,-76 dBm,1
234897,6,75,-75 dBm,1
234899,6,75,-78 dBm,1
234901,6,75,-77 dBm,1
234933,6,75,-77 dBm,1
234946,6,75,-79 dBm,1
234972,6,75,-78 dBm,1
234975,6,75,-79 dBm,1
235001,6,75,-77 dBm,1
235066,6,75,-77 dBm,1
235123,6,75,-77 dBm,1
235127,6,75,-76 dBm,1
235136,6,75,-75 dBm,1
235176,6,75,-78 dBm,1
235216,6,75,-74 dBm,1
235247,6,75,-78 dBm,1
235297,6,75,-77 dBm,1
235324,6,75,-74 dBm,1
235327,6,75,-79 dBm,1
235454,6,75,-78 dBm,1
235499,6,75,-74 dBm,1
235543,6,75,-78 dBm,1
235607,6,75,-76 dBm,1
235618,6,75,-79 dBm,1
235633,6,75,-80 dBm,1
235641,6,75,-76 dBm,1
235659,6,75,-78 dBm,1
235699,6,75,-76 dBm,1
235731,6,75,-74 dBm,1
235760,6,75,-75 dBm,1
235775,6,75,-78 dBm,1
235796,6,75,-75 dBm,1
235811,6,75,-80 dBm,1
235909,6,75,-77 dBm,1
235925,6,75,-74 dBm,1
235937,6,75,-77 dBm,1
235957,6,75,-75 dBm,1
235967,6,75,-75 dBm,1
235981,6,75,-77 dBm,1
235992,6,75,-78 dBm,1
236021,6,75,-72 dBm,1
236031,6,75,-79 dBm,1
236067,6,75,-76 dBm,1
236075,6,75,-78 dBm,1
236085,6,75,-76 dBm,1
236086,6,75,-74 dBm,1
236093,6,75,-77 dBm,1
236097,6,75,-71 dBm,1
236130,6,75,-77 dBm,1
236136,6,75,-76 dBm,1
236138,6,75,-74 dBm,1
236187,6,75,-77 dBm,1
236256,6,75,-80 dBm,1
236314,6,75,-76 dBm,1
236335,6,75,-75 dBm,1
236341,6,75,-78 dBm,1
236349,6,75,-76 dBm,1
236377,6,75,-76 dBm,1
236426,6,75,-76 dBm,1
236428,6,75,-75 dBm,1
236435,6,75,-74 dBm,1
236436,6,75,-76 dBm,1
236484,6,75,-75 dBm,1
236490,6,75,-74 dBm,1
236524,6,75,-79 dBm,1
236536,6,75,-75 dBm,1
236550,6,75,-75 dBm,1
236674,6,75,-75 dBm,1
236747,6,75,-79 dBm,1
236783,6,75,-78 dBm,1
236809,6,75,-76 dBm,1
236812,6,75,-73 dBm,1
236822,6,75,-73 dBm,1
236865,6,75,-76 dBm,1
237033,6,75,-74 dBm,1
237034,6,75,-75 dBm,1
237058,6,75,-74 dBm,1
237070,6,75,-74 dBm,1
237073,6,75,-79 dBm,1
237088,6,75,-74 dBm,1
237104,6,75,-76 dBm,1
237185,6,75,-74 dBm,1
237188,6,75,-76 dBm,1
237200,6,75,-77 dBm,1
237237,6,75,-77 dBm,1
237261,6,75,-77 dBm,1
237436,6,75,-78 dBm,1
237447,6,75,-76 dBm,1
237461,6,75,-75 dBm,1
237475,6,75,-74 dBm,1
237478,6,75,-76 dBm,1
237500,6,75,-78 dBm,1
237613,6,75,-76 dBm,1
237660,6,75,-74 dBm,1
237694,6,75,-75 dBm,1
237704,6,75,-79 dBm,1
237712,6,75,-75 dBm,1
237718,6,75,-76 dBm,1
237740,6,75,-75 dBm,1
237784,6,75,-70 dBm,1
237788,6,75,-74 dBm,1
237832,6,75,-78 dBm,1
237835,6,75,-74 dBm,1
237859,6,75,-77 dBm,1
237882,6,75,-78 dBm,1
237900,6,75,-71 dBm,1
237916,6,75,-76 dBm,1
237933,6,75,-77 dBm,1
238031,6,75,-76 dBm,1
238141,6,75,-78 dBm,1
238203,6,75,-75 dBm,1
238221,6,75,-76 dBm,1
238294,6,75,-79 dBm,1
238378,6,75,-76 dBm,1
238386,6,75,-75 dBm,1
238391,6,75,-76 dBm,1
238398,6,75,-80 dBm,1
238406,6,75,-76 dBm,1
238428,6,75,-76 dBm,1
238434,6,75,-78 dBm,1
238471,6,75,-75 dBm,1
238492,6,75,-76 dBm,1
238524,6,75,-79 dBm,1
238543,6,75,-79 dBm,1
238549,6,75,-75 dBm,1
238601,6,75,-72 dBm,1
238620,6,75,-78 dBm,1
238690,6,75,-75 dBm,1
238714,6,75,-73 dBm,1
238830,6,75,-75 dBm,1
238853,6,75,-79 dBm,1
238860,6,75,-78 dBm,1
238885,6,75,-79 dBm,1
238902,6,75,-75 dBm,1
238936,6,75,-75 dBm,1
238959,6,75,-79 dBm,1
239008,6,75,-75 dBm,1
239112,6,75,-75 dBm,1
239126,6,75,-78 dBm,1
239145,6,75,-75 dBm,1
239181,6,75,-78 dBm,1
239233,6,75,-79 dBm,1
239261,6,75,-74 dBm,1
239389,6,75,-73 dBm,1
239410,6,75,-79 dBm,1
239457,6,75,-77 dBm,1
239474,6,75,-78 dBm,1
239478,6,75,-77 dBm,1
239514,6,75,-73 dBm,1
239537,6,75,-75 dBm,1
239558,6,75,-78 dBm,1
239606,6,75,-75 dBm,1
239621,6,75,-73 dBm,1
239677,6,75,-75 dBm,1
239837,6,75,-78 dBm,1
239861,6,75,-75 dBm,1
239899,6,75,-75 dBm,1
239918,6,75,-76 dBm,1
239951,6,75,-75 dBm,1
239957,6,75,-78 dBm,1
239997,6,75,-73 dBm,1
240014,6,75,-78 dBm,1
240045,6,75,-75 dBm,1
240132,6,75,-78 dBm,1
240148,6,75,-75 dBm,1
240152,6,75,-78 dBm,1
240158,6,75,-74 dBm,1
240251,6,75,-75 dBm,1
240254,6,75,-78 dBm,1
240338,6,75,-81 dBm,1
240360,6,75,-77 dBm,1
240389,6,75,-78 dBm,1
240420,6,75,-75 dBm,1
240426,6,75,-74 dBm,1
240430,6,75,-70 dBm,1
240513,6,75,-78 dBm,1
240527,6,75,-74 dBm,1
240535,6,75,-78 dBm,1
240538,6,75,-77 dBm,1
240598,6,75,-75 dBm,1
240651,6,75,-74 dBm,1
240655,6,75,-74 dBm,1
240676,6,75,-73 dBm,1
240690,6,75,-79 dBm,1
240697,6,75,-77 dBm,1
240716,6,75,-75 dBm,1
240767,6,75,-74 dBm,1
240836,6,75,-79 dBm,1
240840,6,75,-75 dBm,1
240842,6,75,-75 dBm,1
240855,6,75,-78 dBm,1
240899,6,75,-78 dBm,1
240933,6,75,-79 dBm,1
240944,6,75,-79 dBm,1
240953,6,75,-73 dBm,1
240980,6,75,-75 dBm,1
241005,6,75,-71 dBm,1
241058,6,75,-78 dBm,1
241087,6,75,-75 dBm,1
241161,6,75,-74 dBm,1
241170,6,75,-74 dBm,1
241199,6,75,-74 dBm,1
241259,6,75,-73 dBm,1
241276,6,75,-77 dBm,1
241311,6,75,-74 dBm,1
241330,6,75,-75 dBm,1
241375,6,75,-81 dBm,1
241384,6,75,-73 dBm,1
241390,6,75,-78 dBm,1
241414,6,75,-74 dBm,1
241440,6,75,-78 dBm,1
241444,6,75,-76 dBm,1
241452,6,75,-74 dBm,1
241455,6,75,-78 dBm,1
241492,6,75,-73 dBm,1
241499,6,75,-79 dBm,1
241564,6,75,-74 dBm,1
241579,6,75,-75 dBm,1
241615,6,75,-74 dBm,1
241622,6,75,-80 dBm,1
241649,6,75,-78 dBm,1
241652,6,75,-79 dBm,1
241667,6,75,-75 dBm,1
241675,6,75,-75 dBm,1
241682,6,75,-78 dBm,1
241749,6,75,-74 dBm,1
241777,6,75,-78 dBm,1
241862,6,75,-76 dBm,1
241877,6,75,-75 dBm,1
241878,6,75,-78 dBm,1
241898,6,75,-76 dBm,1
241904,6,75,-77 dBm,1
241924,6,75,-78 dBm,1
241931,6,75,-75 dBm,1
241980,6,75,-75 dBm,1
241998,6,75,-80 dBm,1
242012,6,75,-80 dBm,1
242023,6,75,-79 dBm,1
242035,6,75,-76 dBm,1
242049,6,75,-70 dBm,1
242071,6,75,-77 dBm,1
242097,6,75,-79 dBm,1
242125,6,75,-80 dBm,1
242152,6,75,-75 dBm,1
242190,6,75,-72 dBm,1
242233,6,75,-75 dBm,1
242261,6,75,-80 dBm,1
242300,6,75,-77 dBm,1
242329,6,75,-77 dBm,1
242364,6,75,-70 dBm,1
242409,6,75,-78 dBm,1
242469,6,75,-72 dBm,1
242481,6,75,-76 dBm,1
242506,6,75,-74 dBm,1
242522,6,75,-75 dBm,1
242525,6,75,-79 dBm,1
242528,6,75,-79 dBm,1
242567,6,75,-75 dBm,1
242576,6,75,-77 dBm,1
242609,6,75,-81 dBm,1
242619,6,75,-78 dBm,1
242634,6,75,-76 dBm,1
242660,6,75,-79 dBm,1
242670,6,75,-78 dBm,1
242686,6,75,-70 dBm,1
242716,6,75,-76 dBm,1
242737,6,75,-74 dBm,1
242749,6,75,-75 dBm,1
242753,6,75,-74 dBm,1
242780,6,75,-76 dBm,1
242799,6,75,-76 dBm,1
242806,6,75,-79 dBm,1
242861,6,75,-79 dBm,1
242868,6,75,-75 dBm,1
242879,6,75,-80 dBm,1
242880,6,75,-71 dBm,1
242883,6,75,-78 dBm,1
242902,6,75,-75 dBm,1
242923,6,75,-78 dBm,1
242934,6,75,-77 dBm,1
242962,6,75,-79 dBm,1
242976,6,75,-74 dBm,1
242987,6,75,-74 dBm,1
243052,6,75,-75 dBm,1
243075,6,75,-76 dBm,1
243100,6,75,-75 dBm,1
243124,6,75,-76 dBm,1
243161,6,75,-78 dBm,1
243174,6,75,-78 dBm,1
243178,6,75,-78 dBm,1
243204,6,75,-78 dBm,1
243208,6,75,-75 dBm,1
243230,6,75,-81 dBm,1
243231,6,75,-75 dBm,1
243279,6,75,-77 dBm,1
243282,6,75,-80 dBm,1
243301,6,75,-77 dBm,1
243322,6,75,-79 dBm,1
243341,6,75,-79 dBm,1
243342,6,75,-75 dBm,1
243362,6,75,-79 dBm,1
243366,6,75,-75 dBm,1
243407,6,75,-79 dBm,1
243417,6,75,-75 dBm,1
243521,6,75,-78 dBm,1
243546,6,75,-80 dBm,1
243550,6,75,-70 dBm,1
243560,6,75,-78 dBm,1
243579,6,75,-78 dBm,1
243580,6,75,-69 dBm,1
243597,6,75,-78 dBm,1
243600,6,75,-74 dBm,1
243608,6,75,-78 dBm,1
243661,6,75,-78 dBm,1
243687,6,75,-79 dBm,1
243694,6,75,-74 dBm,1
243697,6,75,-76 dBm,1
243705,6,75,-79 dBm,1
243737,6,75,-78 dBm,1
243771,6,75,-75 dBm,1
243806,6,75,-79 dBm,1
243863,6,75,-75 dBm,1
243865,6,75,-76 dBm,1
243869,6,75,-79 dBm,1
243875,6,75,-76 dBm,1
243895,6,75,-74 dBm,1
243896,6,75,-79 dBm,1
243940,6,75,-76 dBm,1
243966,6,75,-74 dBm,1
244031,6,75,-80 dBm,1
244035,6,75,-74 dBm,1
244074,6,75,-75 dBm,1
244112,6,75,-76 dBm,1
244128,6,75,-78 dBm,1
244142,6,75,-74 dBm,1
244167,6,75,-80 dBm,1
244208,6,75,-79 dBm,1
244227,6,75,-75 dBm,1
244228,6,75,-79 dBm,1
244244,6,75,-74 dBm,1
244255,6,75,-76 dBm,1
244259,6,75,-80 dBm,1
244335,6,75,-79 dBm,1
244341,6,75,-74 dBm,1
244347,6,75,-75 dBm,1
244349,6,75,-79 dBm,1
244373,6,75,-75 dBm,1
244383,6,75,-70 dBm,1
244412,6,75,-78 dBm,1
244424,6,75,-75 dBm,1
244446,6,75,-69 dBm,1
244448,6,75,-78 dBm,1
244508,6,75,-70 dBm,1
244575,6,75,-79 dBm,1
244607,6,75,-78 dBm,1
244632,6,75,-77 dBm,1
244675,6,75,-76 dBm,1
244679,6,75,-75 dBm,1
244693,6,75,-74 dBm,1
244696,6,75,-78 dBm,1
244714,6,75,-76 dBm,1
244734,6,75,-74 dBm,1
244749,6,75,-79 dBm,1
244760,6,75,-74 dBm,1
244774,6,75,-74 dBm,1
244800,6,75,-78 dBm,1
244854,6,75,-75 dBm,1
244878,6,75,-74 dBm,1
244893,6,75,-75 dBm,1
244909,6,75,-80 dBm,1
244970,6,75,-75 dBm,1
244976,6,75,-74 dBm,1
244991,6,75,-77 dBm,1
245000,6,75,-72 dBm,1
245008,6,75,-77 dBm,1
245043,6,75,-74 dBm,1
245045,6,75,-75 dBm,1
245076,6,75,-74 dBm,1
245098,6,75,-70 dBm,1
245120,6,75,-77 dBm,1
245173,6,75,-75 dBm,1
245274,6,75,-73 dBm,1
245285,6,75,-74 dBm,1
245310,6,75,-78 dBm,1
245410,6,75,-74 dBm,1
245476,6,75,-77 dBm,1
245485,6,75,-74 dBm,1
245505,6,75,-76 dBm,1
245525,6,75,-80 dBm,1
245550,6,75,-75 dBm,1
245655,6,75,-78 dBm,1
245670,6,75,-77 dBm,1
245688,6,75,-79 dBm,1
245710,6,75,-74 dBm,1
245721,6,75,-74 dBm,1
245835,6,75,-75 dBm,1
245845,6,75,-75 dBm,1
245847,6,75,-79 dBm,1
245863,6,75,-79 dBm,1
245918,6,75,-78 dBm,1
245943,6,75,-74 dBm,1
245991,6,75,-77 dBm,1
246072,6,75,-75 dBm,1
246135,6,75,-74 dBm,1
246150,6,75,-74 dBm,1
246237,6,75,-76 dBm,1
246254,6,75,-77 dBm,1
246345,6,75,-74 dBm,1
246377,6,75,-74 dBm,1
246385,6,75,-79 dBm,1
246388,6,75,-78 dBm,1
246394,6,75,-74 dBm,1
246479,6,75,-74 dBm,1
246506,6,75,-79 dBm,1
246574,6,75,-76 dBm,1
246592,6,75,-75 dBm,1
246617,6,75,-69 dBm,1
246628,6,75,-76 dBm,1
246641,6,75,-73 dBm,1
246654,6,75,-75 dBm,1
246671,6,75,-74 dBm,1
246683,6,75,-74 dBm,1
246698,6,75,-74 dBm,1
246722,6,75,-73 dBm,1
246753,6,75,-74 dBm,1
246792,6,75,-74 dBm,1
246794,6,75,-77 dBm,1
246821,6,75,-75 dBm,1
246845,6,75,-74 dBm,1
246885,6,75,-73 dBm,1
246910,6,75,-76 dBm,1
246971,6,75,-76 dBm,1
247053,6,75,-74 dBm,1
247086,6,75,-78 dBm,1
247132,6,75,-74 dBm,1
247163,6,75,-75 dBm,1
247168,6,75,-77 dBm,1
247187,6,75,-77 dBm,1
247228,6,75,-78 dBm,1
247237,6,75,-73 dBm,1
247272,6,75,-75 dBm,1
247286,6,75,-76 dBm,1
247323,6,75,-75 dBm,1
247367,6,75,-79 dBm,1
247410,6,75,-74 dBm,1
247452,6,75,-79 dBm,1
247489,6,75,-75 dBm,1
247492,6,75,-76 dBm,1
247517,6,75,-79 dBm,1
247608,6,75,-74 dBm,1
247626,6,75,-78 dBm,1
247641,6,75,-75 dBm,1
247652,6,75,-78 dBm,1
247681,6,75,-78 dBm,1
247718,6,75,-75 dBm,1
247759,6,75,-76 dBm,1
247774,6,75,-72 dBm,1
247804,6,75,-72 dBm,1
247810,6,75,-76 dBm,1
247861,6,75,-79 dBm,1
247904,6,75,-77 dBm,1
247927,6,75,-76 dBm,1
247973,6,75,-75 dBm,1
247995,6,75,-79 dBm,1
248002,6,75,-76 dBm,1
248010,6,75,-74 dBm,1
248300,6,75,-72 dBm,1
248303,6,75,-74 dBm,1
248318,6,75,-76 dBm,1
248354,6,75,-75 dBm,1
248356,6,75,-76 dBm,1
248405,6,75,-74 dBm,1
248474,6,75,-76 dBm,1
248501,6,75,-76 dBm,1
248508,6,75,-76 dBm,1
248515,6,75,-79 dBm,1
248525,6,75,-75 dBm,1
248553,6,75,-75 dBm,1
248606,6,75,-78 dBm,1
248626,6,75,-79 dBm,1
248659,6,75,-75 dBm,1
248696,6,75,-76 dBm,1
248723,6,75,-76 dBm,1
248774,6,75,-74 dBm,1
248780,6,75,-78 dBm,1
248800,6,75,-74 dBm,1
248810,6,75,-76 dBm,1
248840,6,75,-76 dBm,1
248865,6,75,-76 dBm,1
248887,6,75,-76 dBm,1
248922,6,75,-75 dBm,1
248956,6,75,-78 dBm,1
248962,6,75,-75 dBm,1
248969,6,75,-75 dBm,1
248982,6,75,-73 dBm,1
249093,6,75,-78 dBm,1
249097,6,75,-77 dBm,1
249129,6,75,-79 dBm,1
249141,6,75,-75 dBm,1
249206,6,75,-76 dBm,1
249214,6,75,-72 dBm,1
249252,6,75,-72 dBm,1
249297,6,75,-73 dBm,1
249416,6,75,-73 dBm,1
249423,6,75,-76 dBm,1
249477,6,75,-73 dBm,1
249479,6,75,-77 dBm,1
249483,6,75,-76 dBm,1
249498,6,75,-77 dBm,1
249527,6,75,-75 dBm,1
249607,6,75,-78 dBm,1
249668,6,75,-75 dBm,1
249703,6,75,-77 dBm,1
249716,6,75,-74 dBm,1
249767,6,75,-75 dBm,1
249784,6,75,-77 dBm,1
249791,6,75,-74 dBm,1
249827,6,75,-75 dBm,1
249838,6,75,-78 dBm,1
249853,6,75,-75 dBm,1
249980,6,75,-75 dBm,1
250008,6,75,-74 dBm,1
250086,6,75,-75 dBm,1
250110,6,75,-77 dBm,1
250161,6,75,-73 dBm,1
250163,6,75,-80 dBm,1
250191,6,75,-79 dBm,1
250203,6,75,-75 dBm,1
250210,6,75,-79 dBm,1
250287,6,75,-75 dBm,1
250289,6,75,-77 dBm,1
250332,6,75,-77 dBm,1
250346,6,75,-75 dBm,1
250367,6,75,-77 dBm,1
250379,6,75,-79 dBm,1
250433,6,75,-80 dBm,1
250451,6,75,-77 dBm,1
250459,6,75,-79 dBm,1
250474,6,75,-80 dBm,1
250517,6,75,-76 dBm,1
250549,6,75,-78 dBm,1
250554,6,75,-73 dBm,1
250582,6,75,-77 dBm,1
250615,6,75,-79 dBm,1
250617,6,75,-75 dBm,1
250629,6,75,-77 dBm,1
250687,6,75,-74 dBm,1
250711,6,75,-77 dBm,1
250806,6,75,-76 dBm,1
250819,6,75,-75 dBm,1
250865,6,75,-75 dBm,1
250869,6,75,-76 dBm,1
250878,6,75,-75 dBm,1
250887,6,75,-75 dBm,1
250921,6,75,-75 dBm,1
250933,6,75,-74 dBm,1
250951,6,75,-74 dBm,1
250953,6,75,-77 dBm,1
250969,6,75,-74 dBm,1
250972,6,75,-75 dBm,1
251031,6,75,-75 dBm,1
251046,6,75,-79 dBm,1
251081,6,75,-76 dBm,1
251100,6,75,-79 dBm,1
251104,6,75,-75 dBm,1
251121,6,75,-75 dBm,1
251178,6,75,-77 dBm,1
251201,6,75,-77 dBm,1
251228,6,75,-78 dBm,1
251243,6,75,-76 dBm,1
251287,6,75,-79 dBm,1
251371,6,75,-77 dBm,1
251448,6,75,-79 dBm,1
251485,6,75,-80 dBm,1
251490,6,75,-74 dBm,1
251519,6,75,-75 dBm,1
251539,6,75,-76 dBm,1
251572,6,75,-76 dBm,1
251592,6,75,-74 dBm,1
251608,6,75,-69 dBm,1
251661,6,75,-75 dBm,1
251712,6,75,-75 dBm,1
251737,6,75,-78 dBm,1
251769,6,75,-76 dBm,1
251776,6,75,-75 dBm,1
251783,6,75,-79 dBm,1
251828,6,75,-78 dBm,1
251836,6,75,-75 dBm,1
251894,6,75,-74 dBm,1
251922,6,75,-71 dBm,1
251946,6,75,-73 dBm,1
251949,6,75,-79 dBm,1
251989,6,75,-68 dBm,1
251990,6,75,-67 dBm,1
252020,6,75,-78 dBm,1
252038,6,75,-77 dBm,1
252053,6,75,-77 dBm,1
252125,6,75,-78 dBm,1
252180,6,75,-77 dBm,1
252184,6,75,-73 dBm,1
252224,6,75,-79 dBm,1
252251,6,75,-75 dBm,1
252277,6,75,-77 dBm,1
252278,6,75,-73 dBm,1
252281,6,75,-76 dBm,1
252306,6,75,-79 dBm,1
252328,6,75,-75 dBm,1
252352,6,75,-78 dBm,1
252370,6,75,-74 dBm,1
252433,6,75,-77 dBm,1
252504,6,75,-76 dBm,1
252573,6,75,-78 dBm,1
252623,6,75,-76 dBm,1
252644,6,75,-79 dBm,1
252671,6,75,-76 dBm,1
252686,6,75,-78 dBm,1
252710,6,75,-75 dBm,1
252717,6,75,-70 dBm,1
252757,6,75,-74 dBm,1
252782,6,75,-75 dBm,1
252801,6,75,-76 dBm,1
252805,6,75,-75 dBm,1
252843,6,75,-78 dBm,1
252868,6,75,-74 dBm,1
252870,6,75,-75 dBm,1
252892,6,75,-79 dBm,1
252914,6,75,-70 dBm,1
252937,6,75,-75 dBm,1
252957,6,75,-75 dBm,1
252971,6,75,-76 dBm,1
253019,6,75,-75 dBm,1
253034,6,75,-78 dBm,1
253045,6,75,-75 dBm,1
253049,6,75,-79 dBm,1
253056,6,75,-78 dBm,1
253072,6,75,-77 dBm,1
253085,6,75,-74 dBm,1
253187,6,75,-78 dBm,1
253215,6,75,-74 dBm,1
253253,6,75,-74 dBm,1
253257,6,75,-74 dBm,1
253264,6,75,-74 dBm,1
253299,6,75,-77 dBm,1
253334,6,75,-78 dBm,1
253350,6,75,-77 dBm,1
253414,6,75,-78 dBm,1
253418,6,75,-75 dBm,1
253458,6,75,-75 dBm,1
253474,6,75,-77 dBm,1
253485,6,75,-75 dBm,1
253487,6,75,-79 dBm,1
253504,6,75,-74 dBm,1
253505,6,75,-78 dBm,1
253511,6,75,-78 dBm,1
253537,6,75,-78 dBm,1
253541,6,75,-77 dBm,1
253586,6,75,-79 dBm,1
253611,6,75,-75 dBm,1
253618,6,75,-79 dBm,1
253657,6,75,-77 dBm,1
253673,6,75,-75 dBm,1
253674,6,75,-78 dBm,1
253687,6,75,-79 dBm,1
253697,6,75,-75 dBm,1
253702,6,75,-77 dBm,1
253723,6,75,-78 dBm,1
253732,6,75,-74 dBm,1
253750,6,75,-75 dBm,1
253785,6,75,-77 dBm,1
253800,6,75,-78 dBm,1
253820,6,75,-79 dBm,1
253834,6,75,-74 dBm,1
253849,6,75,-79 dBm,1
253916,6,75,-75 dBm,1
253933,6,75,-75 dBm,1
253951,6,75,-78 dBm,1
253955,6,75,-75 dBm,1
253969,6,75,-78 dBm,1
253996,6,75,-79 dBm,1
254013,6,75,-75 dBm,1
254041,6,75,-76 dBm,1
254071,6,75,-75 dBm,1
254090,6,75,-77 dBm,1
254154,6,75,-77 dBm,1
254179,6,75,-75 dBm,1
254206,6,75,-76 dBm,1
254233,6,75,-76 dBm,1
254251,6,75,-76 dBm,1
254272,6,75,-74 dBm,1
254385,6,75,-77 dBm,1
