No.,Broadcaster,Sniffer_Distance,RSSI,Malformed Packet
95725,6,75,-82 dBm,1
95737,6,75,-74 dBm,1
95738,6,75,-78 dBm,1
95786,6,75,-78 dBm,1
95799,6,75,-74 dBm,1
95839,6,75,-79 dBm,1
95842,6,75,-76 dBm,1
95861,6,75,-74 dBm,1
95887,6,75,-80 dBm,1
95935,6,75,-78 dBm,1
96007,6,75,-75 dBm,1
96010,6,75,-79 dBm,1
96032,6,75,-79 dBm,1
96036,6,75,-76 dBm,1
96112,6,75,-74 dBm,1
96118,6,75,-70 dBm,1
96154,6,75,-77 dBm,1
96219,6,75,-75 dBm,1
96223,6,75,-76 dBm,1
96227,6,75,-73 dBm,1
96249,6,75,-75 dBm,1
96253,6,75,-73 dBm,1
96257,6,75,-79 dBm,1
96275,6,75,-77 dBm,1
96287,6,75,-78 dBm,1
96315,6,75,-74 dBm,1
96349,6,75,-77 dBm,1
96388,6,75,-70 dBm,1
96434,6,75,-78 dBm,1
96438,6,75,-74 dBm,1
96456,6,75,-77 dBm,1
96494,6,75,-74 dBm,1
96526,6,75,-77 dBm,1
96537,6,75,-78 dBm,1
96580,6,75,-76 dBm,1
96669,6,75,-82 dBm,1
96670,6,75,-83 dBm,1
96672,6,75,-69 dBm,1
96695,6,75,-76 dBm,1
96722,6,75,-78 dBm,1
96726,6,75,-75 dBm,1
96729,6,75,-75 dBm,1
96753,6,75,-74 dBm,1
96773,6,75,-74 dBm,1
96792,6,75,-77 dBm,1
96822,6,75,-74 dBm,1
96843,6,75,-76 dBm,1
96856,6,75,-77 dBm,1
96870,6,75,-74 dBm,1
96878,6,75,-74 dBm,1
96944,6,75,-76 dBm,1
96946,6,75,-73 dBm,1
96969,6,75,-77 dBm,1
97017,6,75,-74 dBm,1
97063,6,75,-78 dBm,1
97084,6,75,-74 dBm,1
97087,6,75,-76 dBm,1
97091,6,75,-74 dBm,1
97126,6,75,-75 dBm,1
97144,6,75,-76 dBm,1
97175,6,75,-75 dBm,1
97188,6,75,-70 dBm,1
97238,6,75,-78 dBm,1
97267,6,75,-77 dBm,1
97286,6,75,-74 dBm,1
97298,6,75,-75 dBm,1
97316,6,75,-75 dBm,1
97320,6,75,-76 dBm,1
97331,6,75,-77 dBm,1
97339,6,75,-78 dBm,1
97343,6,75,-75 dBm,1
97359,6,75,-77 dBm,1
97392,6,75,-73 dBm,1
97410,6,75,-79 dBm,1
97432,6,75,-76 dBm,1
97575,6,75,-73 dBm,1
97591,6,75,-75 dBm,1
97605,6,75,-75 dBm,1
97660,6,75,-76 dBm,1
97693,6,75,-74 dBm,1
97713,6,75,-70 dBm,1
97791,6,75,-74 dBm,1
97799,6,75,-77 dBm,1
97848,6,75,-75 dBm,1
97866,6,75,-74 dBm,1
97887,6,75,-78 dBm,1
97898,6,75,-75 dBm,1
97915,6,75,-75 dBm,1
97983,6,75,-70 dBm,1
97992,6,75,-74 dBm,1
98008,6,75,-75 dBm,1
98016,6,75,-76 dBm,1
98020,6,75,-77 dBm,1
98045,6,75,-75 dBm,1
98070,6,75,-77 dBm,1
98078,6,75,-75 dBm,1
98089,6,75,-76 dBm,1
98093,6,75,-74 dBm,1
98095,6,75,-74 dBm,1
98101,6,75,-69 dBm,1
98107,6,75,-75 dBm,1
98160,6,75,-73 dBm,1
98206,6,75,-73 dBm,1
98218,6,75,-70 dBm,1
98264,6,75,-74 dBm,1
98275,6,75,-72 dBm,1
98281,6,75,-75 dBm,1
98370,6,75,-73 dBm,1
98433,6,75,-75 dBm,1
98482,6,75,-76 dBm,1
98535,6,75,-76 dBm,1
98612,6,75,-75 dBm,1
98615,6,75,-74 dBm,1
98625,6,75,-75 dBm,1
98643,6,75,-78 dBm,1
98734,6,75,-74 dBm,1
98736,6,75,-75 dBm,1
98869,6,75,-74 dBm,1
98881,6,75,-77 dBm,1
98963,6,75,-77 dBm,1
99103,6,75,-77 dBm,1
99120,6,75,-77 dBm,1
99134,6,75,-76 dBm,1
99178,6,75,-70 dBm,1
99199,6,75,-73 dBm,1
99248,6,75,-72 dBm,1
99300,6,75,-78 dBm,1
99330,6,75,-74 dBm,1
99332,6,75,-74 dBm,1
99344,6,75,-76 dBm,1
99387,6,75,-80 dBm,1
99417,6,75,-78 dBm,1
99440,6,75,-78 dBm,1
99452,6,75,-79 dBm,1
99471,6,75,-77 dBm,1
99564,6,75,-74 dBm,1
99585,6,75,-78 dBm,1
99589,6,75,-77 dBm,1
99635,6,75,-77 dBm,1
99657,6,75,-77 dBm,1
99677,6,75,-78 dBm,1
99703,6,75,-77 dBm,1
99707,6,75,-76 dBm,1
99806,6,75,-77 dBm,1
99814,6,75,-78 dBm,1
99821,6,75,-77 dBm,1
99853,6,75,-77 dBm,1
99860,6,75,-78 dBm,1
99905,6,75,-77 dBm,1
99943,6,75,-76 dBm,1
99961,6,75,-77 dBm,1
99979,6,75,-77 dBm,1
100008,6,75,-77 dBm,1
100023,6,75,-78 dBm,1
100044,6,75,-70 dBm,1
100048,6,75,-75 dBm,1
100056,6,75,-73 dBm,1
100087,6,75,-77 dBm,1
100167,6,75,-77 dBm,1
100171,6,75,-76 dBm,1
100197,6,75,-78 dBm,1
100217,6,75,-77 dBm,1
100244,6,75,-79 dBm,1
100251,6,75,-75 dBm,1
100263,6,75,-70 dBm,1
100311,6,75,-76 dBm,1
100366,6,75,-78 dBm,1
100418,6,75,-78 dBm,1
100491,6,75,-78 dBm,1
100514,6,75,-78 dBm,1
100539,6,75,-77 dBm,1
100612,6,75,-77 dBm,1
100629,6,75,-76 dBm,1
100681,6,75,-77 dBm,1
100697,6,75,-75 dBm,1
100731,6,75,-77 dBm,1
100735,6,75,-70 dBm,1
100750,6,75,-73 dBm,1
100759,6,75,-75 dBm,1
100817,6,75,-76 dBm,1
100894,6,75,-77 dBm,1
100903,6,75,-72 dBm,1
100916,6,75,-69 dBm,1
100938,6,75,-78 dBm,1
101026,6,75,-77 dBm,1
101030,6,75,-77 dBm,1
101077,6,75,-76 dBm,1
101081,6,75,-73 dBm,1
101083,6,75,-74 dBm,1
101095,6,75,-73 dBm,1
101104,6,75,-78 dBm,1
101203,6,75,-77 dBm,1
101284,6,75,-79 dBm,1
101288,6,75,-76 dBm,1
101336,6,75,-78 dBm,1
101340,6,75,-76 dBm,1
101356,6,75,-75 dBm,1
101428,6,75,-73 dBm,1
101439,6,75,-70 dBm,1
101546,6,75,-75 dBm,1
101587,6,75,-70 dBm,1
101603,6,75,-70 dBm,1
101722,6,75,-74 dBm,1
101723,6,75,-78 dBm,1
101777,6,75,-75 dBm,1
101781,6,75,-77 dBm,1
101799,6,75,-69 dBm,1
101876,6,75,-77 dBm,1
101905,6,75,-77 dBm,1
101957,6,75,-77 dBm,1
101990,6,75,-74 dBm,1
102004,6,75,-74 dBm,1
102006,6,75,-78 dBm,1
102017,6,75,-77 dBm,1
102142,6,75,-75 dBm,1
102193,6,75,-77 dBm,1
102256,6,75,-74 dBm,1
102314,6,75,-73 dBm,1
102361,6,75,-75 dBm,1
102374,6,75,-74 dBm,1
102388,6,75,-74 dBm,1
102396,6,75,-70 dBm,1
102400,6,75,-77 dBm,1
102404,6,75,-75 dBm,1
102423,6,75,-77 dBm,1
102453,6,75,-69 dBm,1
102473,6,75,-73 dBm,1
102479,6,75,-78 dBm,1
102516,6,75,-77 dBm,1
102573,6,75,-79 dBm,1
102577,6,75,-75 dBm,1
102639,6,75,-74 dBm,1
102646,6,75,-79 dBm,1
102717,6,75,-74 dBm,1
102755,6,75,-79 dBm,1
102774,6,75,-79 dBm,1
102778,6,75,-74 dBm,1
102808,6,75,-77 dBm,1
102812,6,75,-77 dBm,1
102834,6,75,-73 dBm,1
102860,6,75,-77 dBm,1
102902,6,75,-72 dBm,1
102917,6,75,-73 dBm,1
102928,6,75,-74 dBm,1
102997,6,75,-78 dBm,1
103044,6,75,-74 dBm,1
103137,6,75,-75 dBm,1
103141,6,75,-70 dBm,1
103154,6,75,-74 dBm,1
103162,6,75,-75 dBm,1
103170,6,75,-75 dBm,1
103177,6,75,-72 dBm,1
103179,6,75,-77 dBm,1
103190,6,75,-74 dBm,1
103191,6,75,-75 dBm,1
103229,6,75,-74 dBm,1
103281,6,75,-74 dBm,1
103315,6,75,-69 dBm,1
103355,6,75,-78 dBm,1
103376,6,75,-77 dBm,1
103414,6,75,-75 dBm,1
103502,6,75,-78 dBm,1
103566,6,75,-77 dBm,1
103638,6,75,-74 dBm,1
103694,6,75,-74 dBm,1
103803,6,75,-78 dBm,1
103814,6,75,-77 dBm,1
103926,6,75,-79 dBm,1
103929,6,75,-75 dBm,1
103976,6,75,-74 dBm,1
104050,6,75,-77 dBm,1
104054,6,75,-77 dBm,1
104069,6,75,-71 dBm,1
104073,6,75,-75 dBm,1
104125,6,75,-70 dBm,1
104136,6,75,-77 dBm,1
104140,6,75,-77 dBm,1
104198,6,75,-76 dBm,1
104219,6,75,-75 dBm,1
104289,6,75,-73 dBm,1
104338,6,75,-79 dBm,1
104353,6,75,-69 dBm,1
104357,6,75,-73 dBm,1
104400,6,75,-69 dBm,1
104429,6,75,-69 dBm,1
104447,6,75,-75 dBm,1
104491,6,75,-75 dBm,1
104572,6,75,-75 dBm,1
104580,6,75,-75 dBm,1
104672,6,75,-79 dBm,1
104701,6,75,-78 dBm,1
104709,6,75,-74 dBm,1
104734,6,75,-76 dBm,1
104749,6,75,-73 dBm,1
104787,6,75,-75 dBm,1
104801,6,75,-78 dBm,1
104823,6,75,-73 dBm,1
104856,6,75,-76 dBm,1
104868,6,75,-75 dBm,1
104884,6,75,-76 dBm,1
104935,6,75,-77 dBm,1
104976,6,75,-72 dBm,1
104987,6,75,-79 dBm,1
105000,6,75,-76 dBm,1
105030,6,75,-79 dBm,1
105053,6,75,-77 dBm,1
105059,6,75,-73 dBm,1
105084,6,75,-78 dBm,1
105201,6,75,-83 dBm,1
105202,6,75,-82 dBm,1
105210,6,75,-73 dBm,1
105230,6,75,-86 dBm,1
105245,6,75,-86 dBm,1
105246,6,75,-85 dBm,1
105300,6,75,-73 dBm,1
105313,6,75,-84 dBm,1
105325,6,75,-83 dBm,1
105344,6,75,-75 dBm,1
105360,6,75,-82 dBm,1
105421,6,75,-77 dBm,1
105490,6,75,-80 dBm,1
105536,6,75,-70 dBm,1
105581,6,75,-82 dBm,1
105589,6,75,-76 dBm,1
105591,6,75,-79 dBm,1
105621,6,75,-76 dBm,1
105628,6,75,-76 dBm,1
105665,6,75,-75 dBm,1
105708,6,75,-62 dBm,1
105724,6,75,-79 dBm,1
105825,6,75,-73 dBm,1
105849,6,75,-74 dBm,1
105860,6,75,-79 dBm,1
105875,6,75,-79 dBm,1
105877,6,75,-74 dBm,1
105896,6,75,-76 dBm,1
105954,6,75,-76 dBm,1
105975,6,75,-76 dBm,1
105999,6,75,-74 dBm,1
106007,6,75,-77 dBm,1
106041,6,75,-78 dBm,1
106086,6,75,-76 dBm,1
106110,6,75,-78 dBm,1
106125,6,75,-70 dBm,1
106150,6,75,-74 dBm,1
106179,6,75,-75 dBm,1
106192,6,75,-75 dBm,1
106202,6,75,-73 dBm,1
106223,6,75,-75 dBm,1
106228,6,75,-73 dBm,1
106297,6,75,-75 dBm,1
106305,6,75,-79 dBm,1
106310,6,75,-81 dBm,1
106328,6,75,-80 dBm,1
106339,6,75,-80 dBm,1
106368,6,75,-75 dBm,1
106373,6,75,-81 dBm,1
106380,6,75,-75 dBm,1
106422,6,75,-75 dBm,1
106436,6,75,-75 dBm,1
106473,6,75,-79 dBm,1
106474,6,75,-81 dBm,1
106478,6,75,-82 dBm,1
106479,6,75,-81 dBm,1
106480,6,75,-79 dBm,1
106600,6,75,-77 dBm,1
106608,6,75,-75 dBm,1
106677,6,75,-79 dBm,1
106681,6,75,-76 dBm,1
106752,6,75,-69 dBm,1
106754,6,75,-74 dBm,1
106814,6,75,-76 dBm,1
106828,6,75,-76 dBm,1
106840,6,75,-76 dBm,1
106851,6,75,-70 dBm,1
106881,6,75,-75 dBm,1
106883,6,75,-77 dBm,1
106904,6,75,-75 dBm,1
106912,6,75,-76 dBm,1
106943,6,75,-70 dBm,1
106966,6,75,-78 dBm,1
106996,6,75,-76 dBm,1
107061,6,75,-73 dBm,1
107083,6,75,-78 dBm,1
107181,6,75,-77 dBm,1
107193,6,75,-74 dBm,1
107220,6,75,-74 dBm,1
107266,6,75,-72 dBm,1
107274,6,75,-72 dBm,1
107293,6,75,-76 dBm,1
107368,6,75,-75 dBm,1
107389,6,75,-72 dBm,1
107432,6,75,-76 dBm,1
107485,6,75,-79 dBm,1
107506,6,75,-74 dBm,1
107530,6,75,-76 dBm,1
107556,6,75,-74 dBm,1
107611,6,75,-77 dBm,1
107648,6,75,-70 dBm,1
107736,6,75,-74 dBm,1
107803,6,75,-79 dBm,1
107860,6,75,-76 dBm,1
107871,6,75,-75 dBm,1
107872,6,75,-72 dBm,1
107875,6,75,-74 dBm,1
107892,6,75,-75 dBm,1
108082,6,75,-78 dBm,1
108126,6,75,-76 dBm,1
108161,6,75,-74 dBm,1
108170,6,75,-77 dBm,1
108193,6,75,-78 dBm,1
108235,6,75,-74 dBm,1
108243,6,75,-76 dBm,1
108262,6,75,-74 dBm,1
108333,6,75,-75 dBm,1
108355,6,75,-74 dBm,1
108367,6,75,-74 dBm,1
108375,6,75,-75 dBm,1
108388,6,75,-74 dBm,1
108403,6,75,-75 dBm,1
108422,6,75,-77 dBm,1
108448,6,75,-70 dBm,1
108505,6,75,-77 dBm,1
108588,6,75,-77 dBm,1
108634,6,75,-76 dBm,1
108662,6,75,-77 dBm,1
108687,6,75,-74 dBm,1
108739,6,75,-73 dBm,1
108761,6,75,-75 dBm,1
108849,6,75,-79 dBm,1
108997,6,75,-76 dBm,1
109090,6,75,-81 dBm,1
109100,6,75,-78 dBm,1
109116,6,75,-74 dBm,1
109135,6,75,-78 dBm,1
109142,6,75,-79 dBm,1
109176,6,75,-77 dBm,1
109194,6,75,-75 dBm,1
109209,6,75,-76 dBm,1
109260,6,75,-77 dBm,1
109284,6,75,-75 dBm,1
109348,6,75,-75 dBm,1
109399,6,75,-74 dBm,1
109429,6,75,-73 dBm,1
109459,6,75,-77 dBm,1
109465,6,75,-74 dBm,1
109473,6,75,-75 dBm,1
109485,6,75,-75 dBm,1
109509,6,75,-75 dBm,1
109527,6,75,-77 dBm,1
109550,6,75,-77 dBm,1
109591,6,75,-76 dBm,1
109672,6,75,-78 dBm,1
109684,6,75,-78 dBm,1
109704,6,75,-79 dBm,1
109727,6,75,-75 dBm,1
109778,6,75,-75 dBm,1
109861,6,75,-74 dBm,1
109865,6,75,-75 dBm,1
109893,6,75,-77 dBm,1
109939,6,75,-79 dBm,1
109940,6,75,-81 dBm,1
109961,6,75,-78 dBm,1
109983,6,75,-74 dBm,1
110007,6,75,-74 dBm,1
110010,6,75,-80 dBm,1
110014,6,75,-77 dBm,1
110032,6,75,-73 dBm,1
110064,6,75,-80 dBm,1
110083,6,75,-78 dBm,1
110143,6,75,-74 dBm,1
110170,6,75,-71 dBm,1
110171,6,75,-74 dBm,1
110192,6,75,-77 dBm,1
110344,6,75,-77 dBm,1
110360,6,75,-72 dBm,1
110369,6,75,-74 dBm,1
110385,6,75,-70 dBm,1
110434,6,75,-74 dBm,1
110444,6,75,-73 dBm,1
110461,6,75,-76 dBm,1
110480,6,75,-77 dBm,1
110534,6,75,-73 dBm,1
110546,6,75,-78 dBm,1
110561,6,75,-75 dBm,1
110565,6,75,-76 dBm,1
110569,6,75,-78 dBm,1
110642,6,75,-77 dBm,1
110684,6,75,-77 dBm,1
110696,6,75,-70 dBm,1
110710,6,75,-73 dBm,1
110766,6,75,-79 dBm,1
110781,6,75,-76 dBm,1
110917,6,75,-74 dBm,1
110941,6,75,-72 dBm,1
111003,6,75,-76 dBm,1
111014,6,75,-74 dBm,1
111040,6,75,-71 dBm,1
111057,6,75,-76 dBm,1
111061,6,75,-78 dBm,1
111072,6,75,-78 dBm,1
111182,6,75,-77 dBm,1
111189,6,75,-77 dBm,1
111246,6,75,-69 dBm,1
111279,6,75,-80 dBm,1
111329,6,75,-77 dBm,1
111349,6,75,-72 dBm,1
111365,6,75,-72 dBm,1
111404,6,75,-74 dBm,1
111415,6,75,-74 dBm,1
111450,6,75,-78 dBm,1
111453,6,75,-69 dBm,1
111528,6,75,-73 dBm,1
111532,6,75,-74 dBm,1
111566,6,75,-76 dBm,1
111602,6,75,-80 dBm,1
111610,6,75,-71 dBm,1
111736,6,75,-77 dBm,1
111745,6,75,-72 dBm,1
111748,6,75,-77 dBm,1
111759,6,75,-77 dBm,1
111762,6,75,-75 dBm,1
111808,6,75,-75 dBm,1
111873,6,75,-76 dBm,1
111885,6,75,-74 dBm,1
111896,6,75,-77 dBm,1
111907,6,75,-78 dBm,1
111930,6,75,-78 dBm,1
111933,6,75,-77 dBm,1
111949,6,75,-74 dBm,1
111968,6,75,-82 dBm,1
111976,6,75,-74 dBm,1
111990,6,75,-84 dBm,1
112015,6,75,-73 dBm,1
112172,6,75,-77 dBm,1
112206,6,75,-76 dBm,1
112225,6,75,-78 dBm,1
112251,6,75,-77 dBm,1
112255,6,75,-78 dBm,1
112270,6,75,-75 dBm,1
112308,6,75,-75 dBm,1
112315,6,75,-79 dBm,1
112343,6,75,-78 dBm,1
112373,6,75,-76 dBm,1
112386,6,75,-73 dBm,1
112393,6,75,-73 dBm,1
112411,6,75,-74 dBm,1
112442,6,75,-76 dBm,1
112499,6,75,-79 dBm,1
112510,6,75,-77 dBm,1
112521,6,75,-74 dBm,1
112548,6,75,-77 dBm,1
112565,6,75,-83 dBm,1
112569,6,75,-70 dBm,1
112586,6,75,-78 dBm,1
112614,6,75,-78 dBm,1
112628,6,75,-74 dBm,1
112651,6,75,-76 dBm,1
112659,6,75,-75 dBm,1
112737,6,75,-78 dBm,1
112792,6,75,-75 dBm,1
112882,6,75,-77 dBm,1
112894,6,75,-80 dBm,1
112905,6,75,-77 dBm,1
112943,6,75,-77 dBm,1
112954,6,75,-74 dBm,1
113035,6,75,-77 dBm,1
113066,6,75,-75 dBm,1
113085,6,75,-74 dBm,1
113158,6,75,-75 dBm,1
113172,6,75,-77 dBm,1
113190,6,75,-73 dBm,1
113194,6,75,-77 dBm,1
113216,6,75,-80 dBm,1
113274,6,75,-77 dBm,1
113299,6,75,-74 dBm,1
113303,6,75,-78 dBm,1
113316,6,75,-83 dBm,1
113337,6,75,-73 dBm,1
113355,6,75,-76 dBm,1
113381,6,75,-70 dBm,1
113406,6,75,-79 dBm,1
113407,6,75,-72 dBm,1
113410,6,75,-70 dBm,1
113456,6,75,-81 dBm,1
113470,6,75,-80 dBm,1
113535,6,75,-78 dBm,1
113553,6,75,-79 dBm,1
113561,6,75,-78 dBm,1
113591,6,75,-79 dBm,1
113605,6,75,-74 dBm,1
113607,6,75,-77 dBm,1
113638,6,75,-83 dBm,1
113677,6,75,-78 dBm,1
113682,6,75,-77 dBm,1
113708,6,75,-77 dBm,1
113716,6,75,-73 dBm,1
113729,6,75,-78 dBm,1
113744,6,75,-75 dBm,1
113824,6,75,-74 dBm,1
113880,6,75,-78 dBm,1
113887,6,75,-74 dBm,1
113916,6,75,-78 dBm,1
113940,6,75,-80 dBm,1
114023,6,75,-76 dBm,1
114024,6,75,-79 dBm,1
114040,6,75,-74 dBm,1
114057,6,75,-76 dBm,1
114082,6,75,-79 dBm,1
114084,6,75,-73 dBm,1
114095,6,75,-74 dBm,1
114100,6,75,-78 dBm,1
114137,6,75,-76 dBm,1
114147,6,75,-74 dBm,1
114158,6,75,-79 dBm,1
114162,6,75,-70 dBm,1
114237,6,75,-76 dBm,1
114244,6,75,-79 dBm,1
114266,6,75,-79 dBm,1
114292,6,75,-74 dBm,1
114300,6,75,-74 dBm,1
114301,6,75,-75 dBm,1
114367,6,75,-78 dBm,1
114370,6,75,-78 dBm,1
114376,6,75,-74 dBm,1
114402,6,75,-70 dBm,1
114405,6,75,-78 dBm,1
114409,6,75,-75 dBm,1
114410,6,75,-72 dBm,1
114437,6,75,-75 dBm,1
114523,6,75,-77 dBm,1
114564,6,75,-79 dBm,1
114572,6,75,-76 dBm,1
114576,6,75,-73 dBm,1
114586,6,75,-78 dBm,1
114634,6,75,-76 dBm,1
114656,6,75,-76 dBm,1
114690,6,75,-78 dBm,1
114707,6,75,-79 dBm,1
114757,6,75,-78 dBm,1
114783,6,75,-70 dBm,1
114810,6,75,-78 dBm,1
114824,6,75,-79 dBm,1
114836,6,75,-73 dBm,1
114861,6,75,-75 dBm,1
114919,6,75,-78 dBm,1
114929,6,75,-74 dBm,1
114951,6,75,-78 dBm,1
114993,6,75,-76 dBm,1
115007,6,75,-78 dBm,1
115010,6,75,-78 dBm,1
115060,6,75,-79 dBm,1
115079,6,75,-74 dBm,1
115142,6,75,-76 dBm,1
115241,6,75,-78 dBm,1
115259,6,75,-79 dBm,1
115267,6,75,-75 dBm,1
115289,6,75,-73 dBm,1
115342,6,75,-76 dBm,1
115358,6,75,-77 dBm,1
115387,6,75,-77 dBm,1
115409,6,75,-79 dBm,1
115445,6,75,-77 dBm,1
115466,6,75,-70 dBm,1
115489,6,75,-74 dBm,1
115493,6,75,-76 dBm,1
115497,6,75,-79 dBm,1
115499,6,75,-78 dBm,1
115550,6,75,-78 dBm,1
115623,6,75,-77 dBm,1
115627,6,75,-76 dBm,1
115689,6,75,-74 dBm,1
115695,6,75,-73 dBm,1
115778,6,75,-76 dBm,1
115796,6,75,-79 dBm,1
115813,6,75,-73 dBm,1
115833,6,75,-79 dBm,1
115836,6,75,-74 dBm,1
115852,6,75,-75 dBm,1
115855,6,75,-78 dBm,1
115858,6,75,-78 dBm,1
115870,6,75,-79 dBm,1
115876,6,75,-76 dBm,1
115924,6,75,-76 dBm,1
115946,6,75,-78 dBm,1
115957,6,75,-79 dBm,1
115977,6,75,-74 dBm,1
115995,6,75,-74 dBm,1
116000,6,75,-76 dBm,1
116022,6,75,-76 dBm,1
116040,6,75,-78 dBm,1
116072,6,75,-77 dBm,1
116093,6,75,-77 dBm,1
116100,6,75,-78 dBm,1
116139,6,75,-76 dBm,1
116143,6,75,-70 dBm,1
116179,6,75,-74 dBm,1
116188,6,75,-77 dBm,1
116208,6,75,-70 dBm,1
116241,6,75,-74 dBm,1
116256,6,75,-70 dBm,1
116290,6,75,-78 dBm,1
116350,6,75,-76 dBm,1
116361,6,75,-73 dBm,1
116403,6,75,-76 dBm,1
116467,6,75,-76 dBm,1
116479,6,75,-77 dBm,1
116526,6,75,-77 dBm,1
116535,6,75,-74 dBm,1
116564,6,75,-75 dBm,1
116572,6,75,-76 dBm,1
116576,6,75,-79 dBm,1
116614,6,75,-72 dBm,1
116631,6,75,-76 dBm,1
116658,6,75,-79 dBm,1
116688,6,75,-76 dBm,1
116838,6,75,-78 dBm,1
116857,6,75,-76 dBm,1
116877,6,75,-79 dBm,1
116902,6,75,-75 dBm,1
116925,6,75,-76 dBm,1
116946,6,75,-70 dBm,1
116950,6,75,-76 dBm,1
117024,6,75,-72 dBm,1
117043,6,75,-74 dBm,1
117055,6,75,-76 dBm,1
117074,6,75,-73 dBm,1
117117,6,75,-78 dBm,1
117150,6,75,-78 dBm,1
117153,6,75,-75 dBm,1
117228,6,75,-77 dBm,1
117404,6,75,-76 dBm,1
117434,6,75,-76 dBm,1
117591,6,75,-79 dBm,1
117598,6,75,-80 dBm,1
117702,6,75,-78 dBm,1
117715,6,75,-72 dBm,1
117800,6,75,-79 dBm,1
117869,6,75,-75 dBm,1
117929,6,75,-74 dBm,1
117939,6,75,-73 dBm,1
117942,6,75,-75 dBm,1
118012,6,75,-73 dBm,1
118060,6,75,-75 dBm,1
118069,6,75,-74 dBm,1
118071,6,75,-74 dBm,1
118116,6,75,-78 dBm,1
118176,6,75,-79 dBm,1
118192,6,75,-73 dBm,1
118194,6,75,-78 dBm,1
118212,6,75,-78 dBm,1
118215,6,75,-79 dBm,1
118256,6,75,-74 dBm,1
118287,6,75,-75 dBm,1
118311,6,75,-78 dBm,1
118327,6,75,-76 dBm,1
118377,6,75,-75 dBm,1
118405,6,75,-78 dBm,1
118421,6,75,-76 dBm,1
118452,6,75,-76 dBm,1
118510,6,75,-75 dBm,1
118521,6,75,-74 dBm,1
118539,6,75,-78 dBm,1
118543,6,75,-80 dBm,1
118570,6,75,-74 dBm,1
118593,6,75,-78 dBm,1
118608,6,75,-78 dBm,1
118631,6,75,-77 dBm,1
118770,6,75,-76 dBm,1
118773,6,75,-74 dBm,1
118781,6,75,-74 dBm,1
118788,6,75,-70 dBm,1
118805,6,75,-79 dBm,1
118836,6,75,-78 dBm,1
118841,6,75,-72 dBm,1
118867,6,75,-74 dBm,1
118991,6,75,-77 dBm,1
119011,6,75,-74 dBm,1
119043,6,75,-77 dBm,1
119103,6,75,-75 dBm,1
119125,6,75,-77 dBm,1
119150,6,75,-74 dBm,1
119161,6,75,-77 dBm,1
119169,6,75,-75 dBm,1
119181,6,75,-78 dBm,1
119195,6,75,-76 dBm,1
119203,6,75,-75 dBm,1
119227,6,75,-73 dBm,1
119245,6,75,-80 dBm,1
119261,6,75,-74 dBm,1
119425,6,75,-74 dBm,1
119427,6,75,-76 dBm,1
119435,6,75,-77 dBm,1
119441,6,75,-70 dBm,1
119451,6,75,-74 dBm,1
119481,6,75,-78 dBm,1
119495,6,75,-78 dBm,1
119563,6,75,-76 dBm,1
119610,6,75,-78 dBm,1
119679,6,75,-76 dBm,1
119692,6,75,-73 dBm,1
119710,6,75,-74 dBm,1
119777,6,75,-78 dBm,1
119785,6,75,-76 dBm,1
119787,6,75,-75 dBm,1
119832,6,75,-74 dBm,1
119836,6,75,-77 dBm,1
119863,6,75,-75 dBm,1
119902,6,75,-78 dBm,1
119933,6,75,-76 dBm,1
119936,6,75,-79 dBm,1
119987,6,75,-76 dBm,1
120035,6,75,-76 dBm,1
120073,6,75,-78 dBm,1
120099,6,75,-76 dBm,1
120107,6,75,-73 dBm,1
120119,6,75,-78 dBm,1
120133,6,75,-75 dBm,1
120137,6,75,-74 dBm,1
120192,6,75,-74 dBm,1
120215,6,75,-76 dBm,1
120249,6,75,-76 dBm,1
120287,6,75,-74 dBm,1
120356,6,75,-76 dBm,1
120360,6,75,-74 dBm,1
120431,6,75,-75 dBm,1
120481,6,75,-76 dBm,1
120496,6,75,-75 dBm,1
120510,6,75,-78 dBm,1
120524,6,75,-76 dBm,1
120530,6,75,-75 dBm,1
120623,6,75,-76 dBm,1
120635,6,75,-75 dBm,1
120639,6,75,-76 dBm,1
120650,6,75,-78 dBm,1
120654,6,75,-76 dBm,1
120667,6,75,-77 dBm,1
120676,6,75,-78 dBm,1
120783,6,75,-74 dBm,1
120791,6,75,-74 dBm,1
120920,6,75,-79 dBm,1
120936,6,75,-78 dBm,1
121017,6,75,-75 dBm,1
121040,6,75,-75 dBm,1
121065,6,75,-78 dBm,1
121106,6,75,-75 dBm,1
121223,6,75,-76 dBm,1
121238,6,75,-70 dBm,1
121267,6,75,-78 dBm,1
121303,6,75,-76 dBm,1
121328,6,75,-78 dBm,1
121425,6,75,-79 dBm,1
121429,6,75,-70 dBm,1
121478,6,75,-76 dBm,1
121499,6,75,-79 dBm,1
121525,6,75,-72 dBm,1
121535,6,75,-78 dBm,1
121541,6,75,-74 dBm,1
121560,6,75,-74 dBm,1
121579,6,75,-78 dBm,1
121588,6,75,-76 dBm,1
121592,6,75,-75 dBm,1
121629,6,75,-76 dBm,1
121633,6,75,-76 dBm,1
121664,6,75,-79 dBm,1
121683,6,75,-76 dBm,1
121700,6,75,-75 dBm,1
121737,6,75,-74 dBm,1
121745,6,75,-77 dBm,1
121753,6,75,-76 dBm,1
121756,6,75,-78 dBm,1
121768,6,75,-74 dBm,1
